ID,Apellidos,DireccionCiudad,DireccionCodigoPostal,DireccionPais,DireccionRegion,FechaNacimiento,Genero,IdCliente,Nombre
1590,Rodriguez Jordana,Madrid,28014,España,,48233,M,15382,Juan
1591,García Martinez,,,United Kingdom,,47212,M,14754,Juan
1592,Jordana Pérez,,,Francia,,57364,F,13151,Celestina
1593,Sánchez Ferrer,,,Francia,,53760,F,12654,Pilar
1594,Fernández Sánchez,,,United Kingdom,,48398,M,13085,Daniel
1595,López García,,,United Kingdom,,53951,F,15785,Celestina
1596,González Pérez,,,USA,,46248,F,18138,María
1597,Fernández Jordana,,,Francia,,53653,M,14379,Manuel
1598,González Ferrer,,,USA,,58739,F,14211,Ana
1599,Sánchez García,,,Francia,,47013,F,14371,María
1600,Jordana Ferrer,,,Francia,,47830,F,13425,María
1601,López Fernández,,,Francia,,47903,M,12852,José
1602,López García,,,Francia,,49251,M,15228,Antonio
1603,Rodriguez Jordana,,,United Kingdom,,47031,M,13012,Juan
1604,López González,,,Francia,,55757,F,16182,Carmen
1605,Pérez Rodriguez,Barcelona,08001,España,,45550,M,13489,Antonio
1606,Pérez Pérez,,,Francia,,53611,F,12714,Ana
1607,López Ferrer,,,Francia,,53123,F,13904,Laura
1608,Martinez González,,,United Kingdom,,50178,M,15755,David
1609,López González,,,USA,,50740,M,13932,David
1610,García Sánchez,,,United Kingdom,,50774,F,13799,Laura
1611,Fernández Jordana,,,United Kingdom,,57924,F,13951,Celestina
1612,Martinez Ferrer,Girona,17004,España,,49575,F,16765,Carmen
1613,Ferrer López,,,USA,,51601,F,18172,Celestina
1614,Rodriguez Jordana,,,Francia,,48646,M,16566,Juan
1615,Jordana Jordana,,,United Kingdom,,46088,M,12891,Daniel
1616,Jordana Ferrer,,,Francia,,56965,M,16466,José
1617,Rodriguez García,,,Francia,,59839,F,16115,María
1618,Pérez Martinez,Valencia,46002,España,,59790,M,14162,Juan
1619,Fernández Ferrer,,,USA,,47761,M,13301,Javier
1620,Rodriguez García,,,United Kingdom,,59825,M,14803,Daniel
1621,Fernández López,,,USA,,54037,M,13744,Javier
1622,Pérez Sánchez,Madrid,28014,España,,57983,F,12988,Celestina
1623,López Fernández,,,USA,,57191,F,17323,Pilar
1624,López Rodriguez,,,Francia,,48712,F,12707,María
1625,Fernández Jordana,,,Francia,,59802,M,18094,Francisco
1626,López González,,,United Kingdom,,50246,M,15129,José
1627,Rodriguez Martinez,,,Francia,,53975,M,17361,Antonio
1628,González Jordana,,,Francia,,50099,M,18155,José
1629,Jordana Jordana,Barcelona,08001,España,,49304,F,15321,Laura
1630,García Sánchez,,,USA,,49872,F,13477,Isabel
1631,López Rodriguez,,,United Kingdom,,54459,F,15065,Ana
1632,Fernández García,,,Francia,,51331,F,16980,Isabel
1633,García López,,,USA,,50000,M,15146,Antonio
1634,Jordana López,Granada,18010,España,,57309,F,12365,Carmen
1635,Ferrer García,Barcelona,08001,España,,53371,F,13410,Pilar
1636,Pérez Sánchez,,,Francia,,59371,M,13044,Daniel
1637,González González,,,Francia,,46397,M,16441,Javier
1638,López Sánchez,Barcelona,08001,España,,53071,F,16014,Pilar
1639,García López,,,United Kingdom,,56245,M,12866,Javier
1640,García García,Girona,17004,España,,51449,M,14520,Daniel
1641,Sánchez López,,,Francia,,45776,M,17994,Daniel
1642,Jordana Rodriguez,,,Francia,,54939,F,13038,Pilar
1643,Rodriguez Pérez,,,USA,,51432,M,17002,Joan
1644,Sánchez Sánchez,,,United Kingdom,,45351,M,15722,Joan
1645,Sánchez Pérez,,,United Kingdom,,54229,F,16349,Carmen
1646,Jordana Jordana,,,Francia,,50300,M,16913,Javier
1647,Ferrer Fernández,,,USA,,47183,M,18114,Francisco
1648,Fernández Ferrer,,,USA,,59234,M,15303,Antonio
1649,García Pérez,,,USA,,52800,M,12845,Daniel
1650,García Martinez,,,Francia,,46545,M,18188,Juan
1651,Rodriguez López,,,Francia,,49200,M,16573,Javier
1652,Sánchez López,Granada,18010,España,,48276,F,13421,Ana
1653,Sánchez López,,,USA,,46812,M,18196,Joan
1654,García Rodriguez,Granada,18010,España,,56638,M,13285,Daniel
1655,Jordana López,,,USA,,57707,M,13184,Antonio
1656,Rodriguez Jordana,Granada,18010,España,,51030,F,18151,Ana
1657,González Jordana,Madrid,28014,España,,46080,F,13804,Carmen
1658,Jordana Rodriguez,,,USA,,58191,F,17499,María
1659,Sánchez Ferrer,,,Francia,,51152,F,15397,Laura
1660,García Ferrer,Granada,18010,España,,54404,M,14276,Daniel
1661,García Ferrer,,,United Kingdom,,49455,M,13453,Francisco
1662,González Rodriguez,Madrid,28014,España,,57985,M,16394,Manuel
1663,Rodriguez Rodriguez,Sevilla,41001,España,,55001,F,17711,Celestina
1664,García Martinez,,,Francia,,58138,M,13865,José
1665,Rodriguez Fernández,,,Francia,,51505,M,16940,José
1666,López Jordana,,,Francia,,53251,M,14289,Juan
1667,Rodriguez García,,,United Kingdom,,47224,F,16208,Ana
1668,Martinez López,,,Francia,,48620,F,17063,María
1669,García Pérez,,,United Kingdom,,50007,F,13149,Pilar
1670,Pérez González,,,Francia,,51350,M,18068,Juan
1671,Martinez González,Granada,18010,España,,57222,M,15932,Daniel
1672,Sánchez Jordana,Sevilla,41001,España,,48332,F,16692,Laura
1673,Martinez Sánchez,,,USA,,54895,F,15590,Celestina
1674,Jordana Pérez,Madrid,28014,España,,51552,F,17171,Laura
1675,Jordana García,,,United Kingdom,,54061,M,18231,Juan
1676,Rodriguez García,,,United Kingdom,,58024,M,14004,David
1677,Rodriguez Rodriguez,Madrid,28014,España,,50800,F,17139,Pilar
1678,Rodriguez Pérez,,,Francia,,50412,F,14513,Laura
1679,González Martinez,Sevilla,41001,España,,46988,M,13118,Daniel
1680,Fernández Jordana,,,United Kingdom,,50021,M,15974,Francisco
1681,Pérez González,,,USA,,56866,M,17830,Daniel
1682,Fernández González,,,United Kingdom,,56548,M,12565,Manuel
1683,López García,,,Francia,,56709,F,12582,Pilar
1684,López Jordana,,,United Kingdom,,45760,M,14231,Antonio
1685,González García,,,Francia,,56515,F,17867,Celestina
1686,Jordana Fernández,,,United Kingdom,,54617,M,14880,Joan
1687,Pérez Rodriguez,,,United Kingdom,,53566,F,15121,Laura
1688,García García,,,Francia,,57864,F,17117,Celestina
1689,Pérez Martinez,,,USA,,57563,M,12945,Juan
1690,Jordana López,,,Francia,,51740,M,18056,Juan
1691,López García,,,United Kingdom,,51867,M,16072,Antonio
1692,Rodriguez Rodriguez,Girona,17004,España,,55461,M,16838,Manuel
1693,Fernández Rodriguez,,,Francia,,58042,F,15543,Laura
1694,Martinez García,,,USA,,46898,F,13751,Pilar
1695,Martinez Jordana,,,USA,,55779,M,15847,José
1696,López Fernández,,,USA,,58516,M,13851,José
1697,Rodriguez Jordana,,,United Kingdom,,52546,F,13501,Laura
1698,García Jordana,,,Francia,,47916,M,12633,Juan
1699,Sánchez Martinez,Valencia,46002,España,,57927,M,13345,Javier
1700,González Ferrer,,,United Kingdom,,54772,F,13870,María
1701,González García,Sevilla,41001,España,,49134,F,17034,María
1702,Sánchez García,,,USA,,50573,M,16592,Manuel
1703,Ferrer Martinez,Barcelona,08001,España,,58556,F,15712,Celestina
1704,Pérez Rodriguez,,,United Kingdom,,49412,F,13362,Laura
1705,García López,,,USA,,58934,M,14470,Joan
1706,García Martinez,,,United Kingdom,,56234,F,17388,Celestina
1707,López Fernández,Madrid,28014,España,,51667,F,16841,Celestina
1708,García López,,,United Kingdom,,55619,M,13753,Joan
1709,Jordana Jordana,,,United Kingdom,,50386,F,13666,Carmen
1710,Martinez Jordana,Girona,17004,España,,58353,F,12361,Celestina
1711,Ferrer Sánchez,,,Francia,,58099,M,14481,David
1712,Rodriguez López,,,Francia,,47740,M,13792,David
1713,Ferrer Martinez,,,USA,,53687,M,17663,Juan
1714,Jordana González,Madrid,28014,España,,59494,M,13973,Joan
1715,Rodriguez López,,,Francia,,58075,F,15990,Pilar
1716,López García,,,United Kingdom,,48229,F,13493,Pilar
1717,López González,,,USA,,50530,M,13684,David
1718,Fernández García,,,USA,,49469,F,13261,Ana
1719,García Pérez,,,United Kingdom,,49507,M,16598,David
1720,Pérez Jordana,,,Francia,,56997,F,14147,Carmen
1721,Sánchez Rodriguez,,,United Kingdom,,55235,M,15951,Francisco
1722,Fernández Ferrer,Granada,18010,España,,58934,M,13971,Daniel
1723,Rodriguez Rodriguez,,,Francia,,51893,F,17516,Ana
1724,Martinez Pérez,,,USA,,53413,F,13630,Celestina
1725,Ferrer García,,,Francia,,56898,F,14157,Ana
1726,Jordana García,,,USA,,55998,M,13636,Antonio
1727,Ferrer Pérez,,,USA,,51942,F,13610,Pilar
1728,Sánchez Pérez,,,USA,,55707,M,14745,José
1729,Martinez Sánchez,,,USA,,52986,F,12781,Pilar
1730,Sánchez López,,,USA,,51613,M,14036,Joan
1731,Fernández López,Barcelona,08001,España,,56599,M,16057,Francisco
1732,González Rodriguez,,,USA,,56064,M,15724,Juan
1733,Jordana Fernández,,,United Kingdom,,46866,F,12458,Laura
1734,López Fernández,,,Francia,,45823,M,12598,Manuel
1735,Pérez Fernández,,,Francia,,46462,F,13675,Ana
1736,Martinez Rodriguez,,,United Kingdom,,48908,F,14227,Celestina
1737,García Sánchez,,,Francia,,49567,M,16668,Daniel
1738,Pérez López,,,USA,,59580,F,16667,María
1739,García Rodriguez,Girona,17004,España,,48057,M,13509,Juan
1740,Jordana Rodriguez,,,USA,,54739,M,15874,Antonio
1741,Ferrer González,,,Francia,,52559,F,16187,Isabel
1742,López García,,,USA,,52323,F,16339,Ana
1743,Fernández Rodriguez,Barcelona,08001,España,,57909,M,12509,Antonio
1744,García García,,,Francia,,53812,M,14046,Antonio
1745,Ferrer García,,,USA,,55603,M,13292,Daniel
1746,Pérez Ferrer,,,USA,,53922,F,16427,Pilar
1747,Fernández Ferrer,,,United Kingdom,,57042,F,14056,Pilar
1748,Fernández Rodriguez,,,USA,,54707,M,15656,Antonio
1749,Martinez Rodriguez,Granada,18010,España,,47319,F,12811,Isabel
1750,Jordana Pérez,,,Francia,,50544,M,16518,David
1751,Pérez Jordana,,,United Kingdom,,50576,F,17165,Isabel
1752,Pérez Martinez,,,USA,,52329,F,17462,Celestina
1753,Pérez Fernández,,,United Kingdom,,55040,M,14620,Manuel
1754,Pérez Jordana,Madrid,28014,España,,50936,M,14740,Javier
1755,González Rodriguez,,,USA,,59598,F,16462,Isabel
1756,González Ferrer,,,United Kingdom,,51156,M,12428,José
1757,Jordana López,,,USA,,53794,M,16078,Antonio
1758,Fernández Pérez,,,United Kingdom,,45566,M,16915,David
1759,Pérez Ferrer,,,United Kingdom,,56987,F,15676,Ana
1760,Rodriguez Jordana,,,USA,,48318,F,15709,Ana
1761,Jordana García,,,United Kingdom,,55611,M,15241,Juan
1762,Martinez López,,,United Kingdom,,50492,M,12933,José
1763,Ferrer Ferrer,,,USA,,50302,F,15092,Celestina
1764,Sánchez González,,,United Kingdom,,47516,M,15319,Antonio
1765,Jordana Sánchez,,,USA,,52441,M,16212,Francisco
1766,Pérez García,Barcelona,08001,España,,49396,F,15257,Pilar
1767,Fernández Fernández,Valencia,46002,España,,50174,F,14656,Laura
1768,Fernández Jordana,Barcelona,08001,España,,53648,M,13884,David
1769,Rodriguez López,,,Francia,,48093,M,13166,Antonio
1770,Jordana López,,,USA,,57421,F,16389,Pilar
1771,González Martinez,,,United Kingdom,,59608,M,15416,Joan
1772,López Pérez,Sevilla,41001,España,,55696,F,15733,Pilar
1773,López López,,,USA,,51074,F,16678,María
1774,García Sánchez,,,United Kingdom,,53577,M,12834,José
1775,Pérez Martinez,,,United Kingdom,,51782,M,13722,Manuel
1776,López Pérez,Barcelona,08001,España,,49481,F,14934,Celestina
1777,Martinez Rodriguez,Girona,17004,España,,58187,F,15067,Celestina
1778,García Ferrer,,,Francia,,58630,F,16128,Celestina
1779,Rodriguez Sánchez,,,United Kingdom,,59246,M,17770,Juan
1780,López González,Barcelona,08001,España,,53296,F,15622,Laura
1781,García Rodriguez,Valencia,46002,España,,56131,F,14473,Ana
1782,Ferrer Martinez,,,Francia,,47125,M,15104,Manuel
1783,Rodriguez González,Valencia,46002,España,,55604,F,15643,Celestina
1784,Fernández López,,,United Kingdom,,54467,F,16792,Isabel
1785,Rodriguez Sánchez,,,United Kingdom,,49686,F,15031,Pilar
1786,Ferrer Rodriguez,Granada,18010,España,,56675,F,15636,María
1787,Pérez Fernández,,,Francia,,48088,F,12873,Carmen
1788,López Jordana,,,Francia,,57612,F,17923,María
1789,Jordana Pérez,,,United Kingdom,,52837,M,16217,Daniel
1790,González González,,,Francia,,55180,F,17738,Isabel
1791,González López,,,Francia,,51017,F,17426,Isabel
1792,Jordana López,Girona,17004,España,,47473,F,16957,Isabel
1793,García Fernández,,,United Kingdom,,50378,M,16571,Manuel
1794,Fernández García,Girona,17004,España,,49652,M,14483,Antonio
1795,Martinez González,,,Francia,,48925,F,15087,Ana
1796,Martinez López,,,USA,,57456,M,16709,Manuel
1797,Rodriguez García,Granada,18010,España,,49822,F,17856,Celestina
1798,Martinez García,,,United Kingdom,,53747,F,15053,Laura
1799,Fernández Fernández,Girona,17004,España,,47141,M,18218,Francisco
1800,Jordana Sánchez,,,USA,,52754,M,16159,José
1801,Ferrer García,,,United Kingdom,,45519,F,17995,María
1802,Fernández García,,,Francia,,52151,F,17374,Carmen
1803,Jordana Pérez,Sevilla,41001,España,,45636,M,17789,Francisco
1804,Rodriguez Martinez,,,United Kingdom,,54105,F,17416,Ana
1805,Pérez Fernández,,,USA,,58388,M,17652,Juan
1806,Pérez Sánchez,Madrid,28014,España,,53724,M,13476,Joan
1807,Pérez García,,,Francia,,49615,F,12520,María
1808,Jordana Rodriguez,,,USA,,58899,F,12817,Carmen
1809,Jordana Sánchez,,,USA,,57171,F,15393,Celestina
1810,García García,,,USA,,57794,F,13014,Celestina
1811,Ferrer Ferrer,,,United Kingdom,,47191,F,17508,Celestina
1812,Jordana González,Girona,17004,España,,46118,F,13931,Ana
1813,Rodriguez Fernández,,,Francia,,53962,F,12541,Pilar
1814,Martinez Ferrer,,,United Kingdom,,49393,F,13382,Celestina
1815,Fernández García,,,Francia,,48881,M,15220,Francisco
1816,López Ferrer,,,USA,,52768,F,14570,Isabel
1817,López Ferrer,Madrid,28014,España,,54286,M,14447,Antonio
1818,López González,,,Francia,,47667,M,13557,Antonio
1819,González López,,,United Kingdom,,52230,M,16449,Juan
1820,Martinez Rodriguez,,,USA,,50962,M,12547,Joan
1821,Sánchez Sánchez,Sevilla,41001,España,,48420,F,17325,Ana
1822,Sánchez García,Granada,18010,España,,59063,F,14995,Pilar
1823,González Martinez,,,Francia,,55729,M,16414,Javier
1824,Sánchez González,,,USA,,57989,M,15681,José
1825,Ferrer Pérez,Granada,18010,España,,52522,M,14670,Antonio
1826,Sánchez Martinez,,,United Kingdom,,57936,M,15675,Javier
1827,Rodriguez García,Granada,18010,España,,54676,M,12584,Antonio
1828,García Rodriguez,Barcelona,08001,España,,46613,F,17535,Carmen
1829,Rodriguez González,,,United Kingdom,,53988,M,15400,Juan
1830,Rodriguez Jordana,Valencia,46002,España,,50029,M,14903,Joan
1831,González González,Madrid,28014,España,,48553,F,14499,María
1832,Fernández García,,,USA,,57564,F,18211,Pilar
1833,Fernández Ferrer,,,Francia,,57784,M,14504,David
1834,Fernández Jordana,,,United Kingdom,,58508,F,15572,Pilar
1835,Rodriguez Rodriguez,Madrid,28014,España,,47699,M,17107,Juan
1836,Fernández Jordana,,,Francia,,47297,F,14247,Carmen
1837,Fernández Martinez,,,USA,,48022,M,15554,Javier
1838,Pérez Fernández,,,USA,,46719,M,14915,Joan
1839,García Jordana,,,Francia,,54015,M,18280,Daniel
1840,Sánchez Ferrer,,,USA,,47949,M,16136,David
1841,Jordana González,,,Francia,,59724,M,12614,Javier
1842,Ferrer García,,,Francia,,50345,M,13344,Manuel
1843,Martinez García,,,USA,,45525,M,16621,Javier
1844,Jordana López,,,United Kingdom,,53381,M,16225,Antonio
1845,García Martinez,,,United Kingdom,,52942,F,14214,Isabel
1846,Rodriguez Sánchez,,,Francia,,56631,F,14012,Isabel
1847,Sánchez Rodriguez,,,USA,,51682,F,16356,Celestina
1848,Sánchez Ferrer,,,United Kingdom,,51019,M,17654,Joan
1849,Rodriguez Jordana,,,Francia,,53122,F,15026,María
1850,Jordana Martinez,Madrid,28014,España,,47424,M,16517,Francisco
1851,López Fernández,,,United Kingdom,,56041,F,14817,Laura
1852,López González,,,USA,,49972,M,17092,Javier
1853,Pérez Martinez,Valencia,46002,España,,55774,M,16242,Juan
1854,Sánchez López,,,USA,,59701,F,15869,Isabel
1855,Ferrer Ferrer,,,United Kingdom,,53803,M,17817,Joan
1856,López López,,,United Kingdom,,54830,M,15234,Juan
1857,Pérez Martinez,Sevilla,41001,España,,55534,M,15764,David
1858,García García,Madrid,28014,España,,52258,F,15806,Laura
1859,Martinez Jordana,,,Francia,,47310,M,15819,Juan
1860,García González,,,Francia,,58255,M,14586,Javier
1861,López Martinez,,,USA,,48480,F,15944,Laura
1862,García Sánchez,,,United Kingdom,,57730,M,13340,Daniel
1863,Ferrer Fernández,,,USA,,57944,M,16917,Manuel
1864,Fernández Pérez,,,Francia,,52942,F,14407,Celestina
1865,Ferrer Martinez,Madrid,28014,España,,52429,F,13908,Ana
1866,Ferrer González,,,United Kingdom,,55310,M,12758,Francisco
1867,Martinez Sánchez,Valencia,46002,España,,52948,M,13975,Daniel
1868,Ferrer López,,,USA,,58855,M,14730,David
1869,Jordana Pérez,,,United Kingdom,,57523,F,12623,Isabel
1870,Fernández Fernández,,,USA,,48995,F,14367,Celestina
1871,Sánchez Pérez,Sevilla,41001,España,,50621,F,13373,Carmen
1872,Jordana Jordana,,,Francia,,47854,F,16712,Laura
1873,González Rodriguez,,,United Kingdom,,49469,M,17639,Francisco
1874,González Fernández,,,USA,,57117,M,16426,José
1875,López Martinez,,,United Kingdom,,48763,F,16495,Pilar
1876,Martinez Rodriguez,,,USA,,55092,M,14336,Antonio
1877,López Sánchez,Girona,17004,España,,53421,F,14507,Ana
1878,Ferrer Ferrer,,,USA,,55870,M,12759,David
1879,Sánchez García,,,Francia,,54130,F,17049,Ana
1880,Jordana López,,,USA,,57879,M,15206,Francisco
1881,García Rodriguez,,,United Kingdom,,51265,F,14013,Pilar
1882,Sánchez López,,,USA,,52917,M,14645,Francisco
1883,Sánchez González,,,United Kingdom,,50738,F,15071,María
1884,García Rodriguez,,,USA,,54541,F,14112,Laura
1885,Pérez Jordana,,,USA,,51625,F,13026,Carmen
1886,Fernández Ferrer,,,USA,,47453,M,17864,Antonio
1887,Jordana Ferrer,,,United Kingdom,,51747,M,12881,Javier
1888,Pérez Pérez,,,United Kingdom,,59764,F,14936,Pilar
1889,González Sánchez,,,Francia,,57942,F,17138,María
1890,Pérez Jordana,,,Francia,,45821,M,16572,Javier
1891,López González,,,Francia,,52046,F,14165,María
1892,Fernández Rodriguez,,,USA,,50039,M,15367,Antonio
1893,López Rodriguez,,,USA,,59253,F,14291,Carmen
1894,González Sánchez,,,Francia,,57763,M,15632,José
1895,Rodriguez Pérez,,,USA,,49953,M,14297,Antonio
1896,Fernández López,Barcelona,08001,España,,49525,M,13899,Javier
1897,Martinez García,Granada,18010,España,,52249,M,16471,Francisco
1898,García Ferrer,Madrid,28014,España,,53348,M,18183,David
1899,Jordana Ferrer,,,USA,,58729,M,14603,Daniel
1900,Pérez Jordana,,,USA,,56154,M,18173,Javier
1901,García Jordana,,,Francia,,51830,M,14854,Antonio
1902,Jordana García,,,United Kingdom,,48732,M,16625,José
1903,Sánchez González,,,USA,,57970,M,14064,Javier
1904,Pérez García,,,USA,,57477,M,15308,Daniel
1905,Ferrer González,,,United Kingdom,,57580,M,18086,Javier
1906,Martinez González,Valencia,46002,España,,55682,M,14350,Javier
1907,Fernández Fernández,,,United Kingdom,,46100,M,14930,Manuel
1908,Martinez López,,,United Kingdom,,54562,F,16080,Isabel
1909,García López,Granada,18010,España,,48676,F,14727,Ana
1910,Fernández Rodriguez,,,USA,,54081,F,16778,Pilar
1911,Martinez Pérez,,,Francia,,52596,M,14077,Joan
1912,López Fernández,Sevilla,41001,España,,47332,M,16808,Daniel
1913,Jordana López,Madrid,28014,España,,48070,M,16475,José
1914,Pérez Rodriguez,,,United Kingdom,,52024,F,13265,Pilar
1915,González Rodriguez,Madrid,28014,España,,51318,M,15049,Francisco
1916,González Pérez,Sevilla,41001,España,,56506,M,18149,Francisco
1917,Rodriguez Martinez,,,Francia,,54629,F,13654,Carmen
1918,Jordana Ferrer,Madrid,28014,España,,54381,M,16652,Juan
1919,Rodriguez Fernández,Granada,18010,España,,48343,F,16766,María
1920,Pérez González,,,Francia,,49696,M,13533,Antonio
1921,López Jordana,,,USA,,54998,F,16801,Carmen
1922,Rodriguez Ferrer,,,USA,,51203,M,17164,Joan
1923,Ferrer Sánchez,Barcelona,08001,España,,59080,M,13226,David
1924,García González,,,Francia,,57511,M,13043,Antonio
1925,Fernández Fernández,,,USA,,47176,F,14352,Carmen
1926,López Pérez,,,USA,,46416,F,17351,Isabel
1927,Pérez Pérez,,,United Kingdom,,47010,F,16768,Ana
1928,Pérez Sánchez,Granada,18010,España,,50229,F,16693,María
